Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)
A0A7K7Q3E4	unreviewed	A0A7K7Q3E4_ACRAR	INT5 protein	Ints5_2 ACRARU_R15239	Acrocephalus arundinaceus (Great reed-warbler)	80	ACRARU_R15239
A0A7K7Q3E5	unreviewed	A0A7K7Q3E5_ACRAR	ZN668 protein	Znf668_1 ACRARU_R15013	Acrocephalus arundinaceus (Great reed-warbler)	60	ACRARU_R15013
A0A7K7Q3E7	unreviewed	A0A7K7Q3E7_ACRAR	FCGR3 protein	Fcgr3_3 ACRARU_R15351	Acrocephalus arundinaceus (Great reed-warbler)	109	ACRARU_R15351
A0A7K7Q3E9	unreviewed	A0A7K7Q3E9_ACRAR	Sulfotransferase (EC 2.8.2.-)	Sult6b1_5 ACRARU_R14295	Acrocephalus arundinaceus (Great reed-warbler)	106	ACRARU_R14295
A0A7K7Q3F0	unreviewed	A0A7K7Q3F0_ACRAR	ACOT1 thioesterase	Acot1_1 ACRARU_R13521	Acrocephalus arundinaceus (Great reed-warbler)	422	ACRARU_R13521
A0A7K7Q3F1	unreviewed	A0A7K7Q3F1_ACRAR	ZN629 protein	Znf629_2 ACRARU_R04475	Acrocephalus arundinaceus (Great reed-warbler)	107	ACRARU_R04475
A0A7K7Q3F2	unreviewed	A0A7K7Q3F2_ACRAR	ASB8 protein	Asb8 ACRARU_R07047	Acrocephalus arundinaceus (Great reed-warbler)	243	ACRARU_R07047
A0A7K7Q3F3	unreviewed	A0A7K7Q3F3_ACRAR	ZNF16 protein	Znf16 ACRARU_R06084	Acrocephalus arundinaceus (Great reed-warbler)	106	ACRARU_R06084
A0A7K7Q3F5	unreviewed	A0A7K7Q3F5_ACRAR	FCGR3 protein	Fcgr3_4 ACRARU_R14950	Acrocephalus arundinaceus (Great reed-warbler)	91	ACRARU_R14950
A0A7K7Q3F6	unreviewed	A0A7K7Q3F6_ACRAR	PTHD3 protein	Ptchd3 ACRARU_R14331	Acrocephalus arundinaceus (Great reed-warbler)	285	ACRARU_R14331
A0A7K7Q3F8	unreviewed	A0A7K7Q3F8_ACRAR	ZNF22 protein	Znf22 ACRARU_R07543	Acrocephalus arundinaceus (Great reed-warbler)	87	ACRARU_R07543
A0A7K7Q3F9	unreviewed	A0A7K7Q3F9_ACRAR	SMIM4 protein	Smim4 ACRARU_R06961	Acrocephalus arundinaceus (Great reed-warbler)	71	ACRARU_R06961
A0A7K7Q3G0	unreviewed	A0A7K7Q3G0_ACRAR	SPRY3 protein	Spryd3 ACRARU_R05865	Acrocephalus arundinaceus (Great reed-warbler)	137	ACRARU_R05865
A0A7K7Q3G1	unreviewed	A0A7K7Q3G1_ACRAR	ZN300 protein	Znf300_1 ACRARU_R15132	Acrocephalus arundinaceus (Great reed-warbler)	67	ACRARU_R15132
A0A7K7Q3G2	unreviewed	A0A7K7Q3G2_ACRAR	ZNF3 protein	Znf3_12 ACRARU_R05913	Acrocephalus arundinaceus (Great reed-warbler)	83	ACRARU_R05913
A0A7K7Q3G4	unreviewed	A0A7K7Q3G4_ACRAR	GPAA1 protein	Gpaa1 ACRARU_R15361	Acrocephalus arundinaceus (Great reed-warbler)	112	ACRARU_R15361
A0A7K7Q3G5	unreviewed	A0A7K7Q3G5_ACRAR	HSF5 protein	Hsf5_2 ACRARU_R01320	Acrocephalus arundinaceus (Great reed-warbler)	126	ACRARU_R01320
A0A7K7Q3G6	unreviewed	A0A7K7Q3G6_ACRAR	TVB29 protein	Trbv291_0 ACRARU_R14774	Acrocephalus arundinaceus (Great reed-warbler)	66	ACRARU_R14774
A0A7K7Q3G7	unreviewed	A0A7K7Q3G7_ACRAR	NUP98 protein	Nup98 ACRARU_R08583	Acrocephalus arundinaceus (Great reed-warbler)	122	ACRARU_R08583
A0A7K7Q3G9	unreviewed	A0A7K7Q3G9_ACRAR	ZN300 protein	Znf300_2 ACRARU_R15405	Acrocephalus arundinaceus (Great reed-warbler)	67	ACRARU_R15405
A0A7K7Q3H0	unreviewed	A0A7K7Q3H0_ACRAR	HRSL1 enzyme	Hrasls_2 ACRARU_R14553	Acrocephalus arundinaceus (Great reed-warbler)	134	ACRARU_R14553
A0A7K7Q3H1	unreviewed	A0A7K7Q3H1_ACRAR	ZN675 protein	Znf675_0 ACRARU_R10097	Acrocephalus arundinaceus (Great reed-warbler)	106	ACRARU_R10097
A0A7K7Q3H2	unreviewed	A0A7K7Q3H2_ACRAR	AAGAB protein	Aagab_1 ACRARU_R07237	Acrocephalus arundinaceus (Great reed-warbler)	41	ACRARU_R07237
A0A7K7Q3H3	unreviewed	A0A7K7Q3H3_ACRAR	NACA protein	Naca ACRARU_R11316	Acrocephalus arundinaceus (Great reed-warbler)	148	ACRARU_R11316
A0A7K7Q3H5	unreviewed	A0A7K7Q3H5_ACRAR	DIRA1 protein	Diras1 ACRARU_R14159	Acrocephalus arundinaceus (Great reed-warbler)	198	ACRARU_R14159
A0A7K7Q3H6	unreviewed	A0A7K7Q3H6_ACRAR	ZN574 protein	Znf574_0 ACRARU_R12832	Acrocephalus arundinaceus (Great reed-warbler)	99	ACRARU_R12832
A0A7K7Q3H7	unreviewed	A0A7K7Q3H7_ACRAR	CXAR protein	Cxadr_1 ACRARU_R15141	Acrocephalus arundinaceus (Great reed-warbler)	127	ACRARU_R15141
A0A7K7Q3H8	unreviewed	A0A7K7Q3H8_ACRAR	FCRL5 protein	Fcrl5 ACRARU_R14967	Acrocephalus arundinaceus (Great reed-warbler)	177	ACRARU_R14967
A0A7K7Q3H9	unreviewed	A0A7K7Q3H9_ACRAR	SP6 factor	Sp6 ACRARU_R14663	Acrocephalus arundinaceus (Great reed-warbler)	385	ACRARU_R14663
A0A7K7Q3I3	unreviewed	A0A7K7Q3I3_ACRAR	ACOT5 thioesterase	Acot5_1 ACRARU_R01006	Acrocephalus arundinaceus (Great reed-warbler)	408	ACRARU_R01006
A0A7K7Q3I4	unreviewed	A0A7K7Q3I4_ACRAR	HDAC6 deacetylase	Hdac6 ACRARU_R15551	Acrocephalus arundinaceus (Great reed-warbler)	117	ACRARU_R15551
A0A7K7Q3I5	unreviewed	A0A7K7Q3I5_ACRAR	HV348 protein	Ighv348 ACRARU_R14640	Acrocephalus arundinaceus (Great reed-warbler)	80	ACRARU_R14640
A0A7K7Q3I6	unreviewed	A0A7K7Q3I6_ACRAR	NPCL1 protein	Npc1l1_0 ACRARU_R15445	Acrocephalus arundinaceus (Great reed-warbler)	93	ACRARU_R15445
A0A7K7Q3I7	unreviewed	A0A7K7Q3I7_ACRAR	ZN391 protein	Znf391_1 ACRARU_R01490	Acrocephalus arundinaceus (Great reed-warbler)	106	ACRARU_R01490
A0A7K7Q3I8	unreviewed	A0A7K7Q3I8_ACRAR	ZN664 protein	Znf664_3 ACRARU_R15392	Acrocephalus arundinaceus (Great reed-warbler)	73	ACRARU_R15392
A0A7K7Q3I9	unreviewed	A0A7K7Q3I9_ACRAR	Vacuolar fusion protein MON1 homolog	Mon1b ACRARU_R14878	Acrocephalus arundinaceus (Great reed-warbler)	209	ACRARU_R14878
A0A7K7Q3J0	unreviewed	A0A7K7Q3J0_ACRAR	MYH1B protein	Myh1b_8 ACRARU_R08646	Acrocephalus arundinaceus (Great reed-warbler)	201	ACRARU_R08646
A0A7K7Q3J3	unreviewed	A0A7K7Q3J3_ACRAR	FCGR3 protein	Fcgr3_1 ACRARU_R15623	Acrocephalus arundinaceus (Great reed-warbler)	105	ACRARU_R15623
A0A7K7Q3J4	unreviewed	A0A7K7Q3J4_ACRAR	P3C2B kinase	Pik3c2b ACRARU_R12827	Acrocephalus arundinaceus (Great reed-warbler)	51	ACRARU_R12827
A0A7K7Q3J5	unreviewed	A0A7K7Q3J5_ACRAR	Small ribosomal subunit protein uS12m	Mrps12 ACRARU_R04425	Acrocephalus arundinaceus (Great reed-warbler)	110	ACRARU_R04425
A0A7K7Q3J6	unreviewed	A0A7K7Q3J6_ACRAR	ZN180 protein	Znf180_2 ACRARU_R11555	Acrocephalus arundinaceus (Great reed-warbler)	106	ACRARU_R11555
A0A7K7Q3J7	unreviewed	A0A7K7Q3J7_ACRAR	ZFP2 protein	Zfp2_1 ACRARU_R14826	Acrocephalus arundinaceus (Great reed-warbler)	80	ACRARU_R14826
A0A7K7Q3J8	unreviewed	A0A7K7Q3J8_ACRAR	ZN574 protein	Znf574_1 ACRARU_R15525	Acrocephalus arundinaceus (Great reed-warbler)	75	ACRARU_R15525
A0A7K7Q3J9	unreviewed	A0A7K7Q3J9_ACRAR	HCD2 dehydrogenase	Hsd17b10 ACRARU_R14383	Acrocephalus arundinaceus (Great reed-warbler)	155	ACRARU_R14383
A0A7K7Q3K0	unreviewed	A0A7K7Q3K0_ACRAR	PHYIP protein	Phyhip ACRARU_R01396	Acrocephalus arundinaceus (Great reed-warbler)	217	ACRARU_R01396
A0A7K7Q3K1	unreviewed	A0A7K7Q3K1_ACRAR	ZN239 protein	Znf239_1 ACRARU_R15283	Acrocephalus arundinaceus (Great reed-warbler)	89	ACRARU_R15283
A0A7K7Q3K3	unreviewed	A0A7K7Q3K3_ACRAR	AHDC1 protein	Ahdc1 ACRARU_R14442	Acrocephalus arundinaceus (Great reed-warbler)	1645	ACRARU_R14442
A0A7K7Q3K4	unreviewed	A0A7K7Q3K4_ACRAR	P2Y12 protein	P2ry12 ACRARU_R05566	Acrocephalus arundinaceus (Great reed-warbler)	339	ACRARU_R05566
A0A7K7Q3K5	unreviewed	A0A7K7Q3K5_ACRAR	ZN551 protein	Znf551_1 ACRARU_R00008	Acrocephalus arundinaceus (Great reed-warbler)	87	ACRARU_R00008
A0A7K7Q3K6	unreviewed	A0A7K7Q3K6_ACRAR	ZN397 protein	Znf397_8 ACRARU_R04614	Acrocephalus arundinaceus (Great reed-warbler)	106	ACRARU_R04614
A0A7K7Q3K7	unreviewed	A0A7K7Q3K7_ACRAR	ZN391 protein	Znf391_0 ACRARU_R10347	Acrocephalus arundinaceus (Great reed-warbler)	87	ACRARU_R10347
A0A7K7Q3K8	unreviewed	A0A7K7Q3K8_ACRAR	FOLR1 protein	Folr1_2 ACRARU_R09777	Acrocephalus arundinaceus (Great reed-warbler)	225	ACRARU_R09777
A0A7K7Q3K9	unreviewed	A0A7K7Q3K9_ACRAR	PA2G4 protein	Pa2g4 ACRARU_R01261	Acrocephalus arundinaceus (Great reed-warbler)	77	ACRARU_R01261
A0A7K7Q3L0	unreviewed	A0A7K7Q3L0_ACRAR	LDHD protein	Ldhd_2 ACRARU_R14346	Acrocephalus arundinaceus (Great reed-warbler)	120	ACRARU_R14346
A0A7K7Q3L1	unreviewed	A0A7K7Q3L1_ACRAR	ZNF3 protein	Znf3_11 ACRARU_R14650	Acrocephalus arundinaceus (Great reed-warbler)	233	ACRARU_R14650
A0A7K7Q3L2	unreviewed	A0A7K7Q3L2_ACRAR	S39AA protein	Slc39a10_1 ACRARU_R12705	Acrocephalus arundinaceus (Great reed-warbler)	140	ACRARU_R12705
A0A7K7Q3L4	unreviewed	A0A7K7Q3L4_ACRAR	FCGR2 protein	Fcgr2_5 ACRARU_R14850	Acrocephalus arundinaceus (Great reed-warbler)	108	ACRARU_R14850
A0A7K7Q3L6	unreviewed	A0A7K7Q3L6_ACRAR	HV323 protein	Ighv323_0 ACRARU_R14446	Acrocephalus arundinaceus (Great reed-warbler)	96	ACRARU_R14446
A0A7K7Q3L8	unreviewed	A0A7K7Q3L8_ACRAR	C42S1 protein	Cdc42se1 ACRARU_R12779	Acrocephalus arundinaceus (Great reed-warbler)	49	ACRARU_R12779
A0A7K7Q3L9	unreviewed	A0A7K7Q3L9_ACRAR	PIM1 kinase	Pim1_3 ACRARU_R11866	Acrocephalus arundinaceus (Great reed-warbler)	98	ACRARU_R11866
A0A7K7Q3M0	unreviewed	A0A7K7Q3M0_ACRAR	SC5A2 protein	Slc5a2 ACRARU_R08687	Acrocephalus arundinaceus (Great reed-warbler)	75	ACRARU_R08687
A0A7K7Q3M1	unreviewed	A0A7K7Q3M1_ACRAR	PSA aminopeptidase	Npepps ACRARU_R15656	Acrocephalus arundinaceus (Great reed-warbler)	77	ACRARU_R15656
A0A7K7Q3M2	unreviewed	A0A7K7Q3M2_ACRAR	Keratin	Krf2_3 ACRARU_R00014	Acrocephalus arundinaceus (Great reed-warbler)	102	ACRARU_R00014
A0A7K7Q3M3	unreviewed	A0A7K7Q3M3_ACRAR	KXDL1 protein	Kxd1 ACRARU_R02819	Acrocephalus arundinaceus (Great reed-warbler)	94	ACRARU_R02819
A0A7K7Q3M4	unreviewed	A0A7K7Q3M4_ACRAR	ZNF3 protein	Znf3_13 ACRARU_R00960	Acrocephalus arundinaceus (Great reed-warbler)	76	ACRARU_R00960
A0A7K7Q3M5	unreviewed	A0A7K7Q3M5_ACRAR	HES5 factor	Hes5_1 ACRARU_R09043	Acrocephalus arundinaceus (Great reed-warbler)	161	ACRARU_R09043
A0A7K7Q3M6	unreviewed	A0A7K7Q3M6_ACRAR	ISL2 protein	Isl2_0 ACRARU_R02859	Acrocephalus arundinaceus (Great reed-warbler)	138	ACRARU_R02859
A0A7K7Q3M7	unreviewed	A0A7K7Q3M7_ACRAR	ZG49 protein	Zg49 ACRARU_R14840	Acrocephalus arundinaceus (Great reed-warbler)	63	ACRARU_R14840
A0A7K7Q3M8	unreviewed	A0A7K7Q3M8_ACRAR	ACRO protein	Acr_14 ACRARU_R09426	Acrocephalus arundinaceus (Great reed-warbler)	177	ACRARU_R09426
A0A7K7Q3N0	unreviewed	A0A7K7Q3N0_ACRAR	TENX protein	Tnxb_5 ACRARU_R14940	Acrocephalus arundinaceus (Great reed-warbler)	317	ACRARU_R14940
A0A7K7Q3N1	unreviewed	A0A7K7Q3N1_ACRAR	FCGR2 protein	Fcgr2_6 ACRARU_R15051	Acrocephalus arundinaceus (Great reed-warbler)	109	ACRARU_R15051
A0A7K7Q3N2	unreviewed	A0A7K7Q3N2_ACRAR	PCDGB protein	Pcdhga11 ACRARU_R15340	Acrocephalus arundinaceus (Great reed-warbler)	67	ACRARU_R15340
A0A7K7Q3N3	unreviewed	A0A7K7Q3N3_ACRAR	EXT1A protein	Ext1a ACRARU_R15067	Acrocephalus arundinaceus (Great reed-warbler)	225	ACRARU_R15067
A0A7K7Q3N4	unreviewed	A0A7K7Q3N4_ACRAR	ODF3A protein	Odf3_2 ACRARU_R08497	Acrocephalus arundinaceus (Great reed-warbler)	123	ACRARU_R08497
A0A7K7Q3N5	unreviewed	A0A7K7Q3N5_ACRAR	CBX2 protein	Cbx2 ACRARU_R11461	Acrocephalus arundinaceus (Great reed-warbler)	467	ACRARU_R11461
A0A7K7Q3N6	unreviewed	A0A7K7Q3N6_ACRAR	TWST2 protein	Twist2_1 Twist2_2 ACRARU_R00810 ACRARU_R00811	Acrocephalus arundinaceus (Great reed-warbler)	157	ACRARU_R00810 ACRARU_R00811
A0A7K7Q3N7	unreviewed	A0A7K7Q3N7_ACRAR	POK9 protein	Ervk9_2 ACRARU_R11394	Acrocephalus arundinaceus (Great reed-warbler)	268	ACRARU_R11394
A0A7K7Q3N8	unreviewed	A0A7K7Q3N8_ACRAR	PLPK1 protein	Pelpk1 ACRARU_R12418	Acrocephalus arundinaceus (Great reed-warbler)	132	ACRARU_R12418
A0A7K7Q3N9	unreviewed	A0A7K7Q3N9_ACRAR	ZN214 protein	Znf214_4 ACRARU_R05923	Acrocephalus arundinaceus (Great reed-warbler)	79	ACRARU_R05923
A0A7K7Q3P0	unreviewed	A0A7K7Q3P0_ACRAR	G3ST4 sulfotransferase	Gal3st4 ACRARU_R14859	Acrocephalus arundinaceus (Great reed-warbler)	136	ACRARU_R14859
A0A7K7Q3P1	unreviewed	A0A7K7Q3P1_ACRAR	ZN132 protein	Znf132_0 ACRARU_R01476	Acrocephalus arundinaceus (Great reed-warbler)	85	ACRARU_R01476
A0A7K7Q3P2	unreviewed	A0A7K7Q3P2_ACRAR	HSF5 protein	Hsf5_3 ACRARU_R12788	Acrocephalus arundinaceus (Great reed-warbler)	84	ACRARU_R12788
A0A7K7Q3P3	unreviewed	A0A7K7Q3P3_ACRAR	ZN418 protein	Znf418 ACRARU_R15196	Acrocephalus arundinaceus (Great reed-warbler)	63	ACRARU_R15196
A0A7K7Q3P5	unreviewed	A0A7K7Q3P5_ACRAR	K1C19 protein	Krt19_4 ACRARU_R02681	Acrocephalus arundinaceus (Great reed-warbler)	227	ACRARU_R02681
A0A7K7Q3P6	unreviewed	A0A7K7Q3P6_ACRAR	GRM7 protein	Grm7 ACRARU_R07251	Acrocephalus arundinaceus (Great reed-warbler)	170	ACRARU_R07251
A0A7K7Q3P7	unreviewed	A0A7K7Q3P7_ACRAR	HV03 protein	Hv03_1 ACRARU_R14777	Acrocephalus arundinaceus (Great reed-warbler)	117	ACRARU_R14777
A0A7K7Q3P9	unreviewed	A0A7K7Q3P9_ACRAR	ZN773 protein	Znf773_2 ACRARU_R01489	Acrocephalus arundinaceus (Great reed-warbler)	87	ACRARU_R01489
A0A7K7Q3Q0	unreviewed	A0A7K7Q3Q0_ACRAR	I12R2 protein	Il12rb2 ACRARU_R12773	Acrocephalus arundinaceus (Great reed-warbler)	80	ACRARU_R12773
A0A7K7Q3Q2	unreviewed	A0A7K7Q3Q2_ACRAR	TGRM2 protein	Togaram2 ACRARU_R04156	Acrocephalus arundinaceus (Great reed-warbler)	81	ACRARU_R04156
A0A7K7Q3Q3	unreviewed	A0A7K7Q3Q3_ACRAR	ZN232 protein	Znf232 ACRARU_R08699	Acrocephalus arundinaceus (Great reed-warbler)	79	ACRARU_R08699
A0A7K7Q3Q6	unreviewed	A0A7K7Q3Q6_ACRAR	PHF19 protein	Phf19_1 ACRARU_R02928	Acrocephalus arundinaceus (Great reed-warbler)	153	ACRARU_R02928
A0A7K7Q3Q7	unreviewed	A0A7K7Q3Q7_ACRAR	TRBP2 protein	Tarbp2 ACRARU_R14467	Acrocephalus arundinaceus (Great reed-warbler)	198	ACRARU_R14467
A0A7K7Q3Q8	unreviewed	A0A7K7Q3Q8_ACRAR	DAF factor	Cd55_3 ACRARU_R14150	Acrocephalus arundinaceus (Great reed-warbler)	161	ACRARU_R14150
A0A7K7Q3Q9	unreviewed	A0A7K7Q3Q9_ACRAR	FCGR2 protein	Fcgr2_7 ACRARU_R15542	Acrocephalus arundinaceus (Great reed-warbler)	109	ACRARU_R15542
A0A7K7Q3R0	unreviewed	A0A7K7Q3R0_ACRAR	ACRO protein	Acr_15 ACRARU_R02563	Acrocephalus arundinaceus (Great reed-warbler)	168	ACRARU_R02563
A0A7K7Q3R1	unreviewed	A0A7K7Q3R1_ACRAR	DYSF protein	Dysf_2 ACRARU_R08603	Acrocephalus arundinaceus (Great reed-warbler)	112	ACRARU_R08603
A0A7K7Q3R2	unreviewed	A0A7K7Q3R2_ACRAR	ZN154 protein	Znf154 ACRARU_R05912	Acrocephalus arundinaceus (Great reed-warbler)	114	ACRARU_R05912
A0A7K7Q3R3	unreviewed	A0A7K7Q3R3_ACRAR	PIHD1 protein	Pih1d1 ACRARU_R15379	Acrocephalus arundinaceus (Great reed-warbler)	85	ACRARU_R15379
A0A7K7Q3R5	unreviewed	A0A7K7Q3R5_ACRAR	ARL5A protein	Arl5a ACRARU_R02902	Acrocephalus arundinaceus (Great reed-warbler)	88	ACRARU_R02902
A0A7K7Q3R6	unreviewed	A0A7K7Q3R6_ACRAR	TRPV4 protein	Trpv4_1 ACRARU_R09909	Acrocephalus arundinaceus (Great reed-warbler)	235	ACRARU_R09909
A0A7K7Q3R7	unreviewed	A0A7K7Q3R7_ACRAR	TIM protein	Timeless ACRARU_R09962	Acrocephalus arundinaceus (Great reed-warbler)	174	ACRARU_R09962
A0A7K7Q3R8	unreviewed	A0A7K7Q3R8_ACRAR	GSTA1 transferase	Gsta1_1 ACRARU_R07273	Acrocephalus arundinaceus (Great reed-warbler)	115	ACRARU_R07273
A0A7K7Q3R9	unreviewed	A0A7K7Q3R9_ACRAR	CO1A1 protein	Col1a1_0 ACRARU_R07071	Acrocephalus arundinaceus (Great reed-warbler)	120	ACRARU_R07071
A0A7K7Q3S1	unreviewed	A0A7K7Q3S1_ACRAR	POK9 protein	Ervk9_3 ACRARU_R11409	Acrocephalus arundinaceus (Great reed-warbler)	162	ACRARU_R11409
A0A7K7Q3S3	unreviewed	A0A7K7Q3S3_ACRAR	PAK1 kinase	Pak1_9 ACRARU_R01158	Acrocephalus arundinaceus (Great reed-warbler)	143	ACRARU_R01158
A0A7K7Q3S4	unreviewed	A0A7K7Q3S4_ACRAR	Keratin	Krf3 ACRARU_R04473	Acrocephalus arundinaceus (Great reed-warbler)	88	ACRARU_R04473
A0A7K7Q3S5	unreviewed	A0A7K7Q3S5_ACRAR	ARI5A protein	Arid5a_0 ACRARU_R12621	Acrocephalus arundinaceus (Great reed-warbler)	352	ACRARU_R12621
A0A7K7Q3S6	unreviewed	A0A7K7Q3S6_ACRAR	FCGR3 protein	Fcgr3_5 ACRARU_R15634	Acrocephalus arundinaceus (Great reed-warbler)	110	ACRARU_R15634
A0A7K7Q3S7	unreviewed	A0A7K7Q3S7_ACRAR	ITA7 protein	Itga7_0 ACRARU_R15145	Acrocephalus arundinaceus (Great reed-warbler)	107	ACRARU_R15145
A0A7K7Q3S9	unreviewed	A0A7K7Q3S9_ACRAR	IRF5 factor	Irf5 ACRARU_R02849	Acrocephalus arundinaceus (Great reed-warbler)	101	ACRARU_R02849
A0A7K7Q3T0	unreviewed	A0A7K7Q3T0_ACRAR	ZN420 protein	Znf420 ACRARU_R13323	Acrocephalus arundinaceus (Great reed-warbler)	357	ACRARU_R13323
A0A7K7Q3T1	unreviewed	A0A7K7Q3T1_ACRAR	AQP2 protein	Aqp2_2 ACRARU_R02936	Acrocephalus arundinaceus (Great reed-warbler)	208	ACRARU_R02936
A0A7K7Q3T2	unreviewed	A0A7K7Q3T2_ACRAR	GAMT methyltransferase	Gamt ACRARU_R08552	Acrocephalus arundinaceus (Great reed-warbler)	79	ACRARU_R08552
A0A7K7Q3T3	unreviewed	A0A7K7Q3T3_ACRAR	ACRO protein	Acr_17 ACRARU_R08631	Acrocephalus arundinaceus (Great reed-warbler)	137	ACRARU_R08631
A0A7K7Q3T5	unreviewed	A0A7K7Q3T5_ACRAR	SACA9 protein	Spaca9_1 ACRARU_R14373	Acrocephalus arundinaceus (Great reed-warbler)	226	ACRARU_R14373
A0A7K7Q3T6	unreviewed	A0A7K7Q3T6_ACRAR	APBB1 protein	Apbb1 ACRARU_R14773	Acrocephalus arundinaceus (Great reed-warbler)	97	ACRARU_R14773
A0A7K7Q3T7	unreviewed	A0A7K7Q3T7_ACRAR	CIC protein	Cic ACRARU_R15265	Acrocephalus arundinaceus (Great reed-warbler)	152	ACRARU_R15265
A0A7K7Q3T9	unreviewed	A0A7K7Q3T9_ACRAR	ACRO protein	Acr_16 ACRARU_R02612	Acrocephalus arundinaceus (Great reed-warbler)	147	ACRARU_R02612
A0A7K7Q3U0	unreviewed	A0A7K7Q3U0_ACRAR	B3GT2 galactosyltransferase	B3galt2_2 ACRARU_R15219	Acrocephalus arundinaceus (Great reed-warbler)	74	ACRARU_R15219
A0A7K7Q3U1	unreviewed	A0A7K7Q3U1_ACRAR	CO1A1 protein	Col1a1_1 ACRARU_R12913	Acrocephalus arundinaceus (Great reed-warbler)	65	ACRARU_R12913
A0A7K7Q3U2	unreviewed	A0A7K7Q3U2_ACRAR	3BP5L protein	Sh3bp5l ACRARU_R14741	Acrocephalus arundinaceus (Great reed-warbler)	69	ACRARU_R14741
A0A7K7Q3U3	unreviewed	A0A7K7Q3U3_ACRAR	PHX2A protein	Phox2a ACRARU_R13957	Acrocephalus arundinaceus (Great reed-warbler)	205	ACRARU_R13957
A0A7K7Q3U4	unreviewed	A0A7K7Q3U4_ACRAR	ZN132 protein	Znf132_1 ACRARU_R15173	Acrocephalus arundinaceus (Great reed-warbler)	91	ACRARU_R15173
A0A7K7Q3U8	unreviewed	A0A7K7Q3U8_ACRAR	SYCN protein	Sycn ACRARU_R15431	Acrocephalus arundinaceus (Great reed-warbler)	83	ACRARU_R15431
A0A7K7Q3U9	unreviewed	A0A7K7Q3U9_ACRAR	GA2L1 protein	Gas2l1_1 ACRARU_R14960	Acrocephalus arundinaceus (Great reed-warbler)	255	ACRARU_R14960
A0A7K7Q3V0	unreviewed	A0A7K7Q3V0_ACRAR	Large ribosomal subunit protein bL21m	Mrpl21 ACRARU_R02996	Acrocephalus arundinaceus (Great reed-warbler)	156	ACRARU_R02996
A0A7K7Q3V2	unreviewed	A0A7K7Q3V2_ACRAR	FA84A protein	Fam84a ACRARU_R14218	Acrocephalus arundinaceus (Great reed-warbler)	284	ACRARU_R14218
A0A7K7Q3V3	unreviewed	A0A7K7Q3V3_ACRAR	ITA7 protein	Itga7_1 ACRARU_R15471	Acrocephalus arundinaceus (Great reed-warbler)	104	ACRARU_R15471
A0A7K7Q3V4	unreviewed	A0A7K7Q3V4_ACRAR	ATG2A protein	Atg2a ACRARU_R14966	Acrocephalus arundinaceus (Great reed-warbler)	109	ACRARU_R14966
A0A7K7Q3V5	unreviewed	A0A7K7Q3V5_ACRAR	Keratin	Krfb_17 ACRARU_R08701	Acrocephalus arundinaceus (Great reed-warbler)	101	ACRARU_R08701
A0A7K7Q3V7	unreviewed	A0A7K7Q3V7_ACRAR	HYDIN protein	Hydin_9 ACRARU_R15737	Acrocephalus arundinaceus (Great reed-warbler)	260	ACRARU_R15737
A0A7K7Q3V8	unreviewed	A0A7K7Q3V8_ACRAR	DJC17 protein	Dnajc17 ACRARU_R02993	Acrocephalus arundinaceus (Great reed-warbler)	258	ACRARU_R02993
A0A7K7Q3W0	unreviewed	A0A7K7Q3W0_ACRAR	ZN135 protein	Znf135 ACRARU_R00012	Acrocephalus arundinaceus (Great reed-warbler)	85	ACRARU_R00012
A0A7K7Q3W1	unreviewed	A0A7K7Q3W1_ACRAR	NPAS4 protein	Npas4_1 ACRARU_R15039	Acrocephalus arundinaceus (Great reed-warbler)	145	ACRARU_R15039
A0A7K7Q3W2	unreviewed	A0A7K7Q3W2_ACRAR	PAPD5 polymerase	Tent4b ACRARU_R07240	Acrocephalus arundinaceus (Great reed-warbler)	325	ACRARU_R07240
A0A7K7Q3W5	unreviewed	A0A7K7Q3W5_ACRAR	ZNF24 protein	Znf24_3 ACRARU_R02961	Acrocephalus arundinaceus (Great reed-warbler)	76	ACRARU_R02961
A0A7K7Q3W6	unreviewed	A0A7K7Q3W6_ACRAR	ZN397 protein	Znf397_10 ACRARU_R01477	Acrocephalus arundinaceus (Great reed-warbler)	87	ACRARU_R01477
A0A7K7Q3X0	unreviewed	A0A7K7Q3X0_ACRAR	NPHN protein	Nphs1 ACRARU_R15155	Acrocephalus arundinaceus (Great reed-warbler)	116	ACRARU_R15155
A0A7K7Q3X1	unreviewed	A0A7K7Q3X1_ACRAR	TVB29 protein	Trbv291_2 ACRARU_R14970	Acrocephalus arundinaceus (Great reed-warbler)	67	ACRARU_R14970
A0A7K7Q3X2	unreviewed	A0A7K7Q3X2_ACRAR	ADH1 dehydrogenase	Adh1_4 ACRARU_R04199	Acrocephalus arundinaceus (Great reed-warbler)	185	ACRARU_R04199
A0A7K7Q3X4	unreviewed	A0A7K7Q3X4_ACRAR	ZN740 protein	Znf740 ACRARU_R09913	Acrocephalus arundinaceus (Great reed-warbler)	115	ACRARU_R09913
A0A7K7Q3X5	unreviewed	A0A7K7Q3X5_ACRAR	FCGR2 protein	Fcgr2_10 ACRARU_R15455	Acrocephalus arundinaceus (Great reed-warbler)	108	ACRARU_R15455
